Month,site,specialty,AdmissionStatus,WeeksWaitCategory,PathwayCount
2023-02,QE,ENT,Admitted,18-51 weeks,27
2023-02,QE,ENT,Admitted,52+ weeks,1
2023-02,QE,ENT,NonAdmitted,0-17 weeks,1194
2023-02,QE,ENT,NonAdmitted,18-51 weeks,1398
2023-02,QE,ENT,NonAdmitted,52+ weeks,35
2023-02,QE,Gastro,Admitted,0-17 weeks,148
2023-02,QE,Gastro,Admitted,18-51 weeks,61
2023-02,QE,Gastro,Admitted,52+ weeks,15
2023-02,QE,Gastro,NonAdmitted,0-17 weeks,1559
2023-02,QE,Gastro,NonAdmitted,18-51 weeks,769
2023-02,QE,Gastro,NonAdmitted,52+ weeks,36
2023-02,QE,Gen Med,Admitted,0-17 weeks,1
2023-02,QE,Gen Med,NonAdmitted,0-17 weeks,258
2023-02,QE,Gen Med,NonAdmitted,18-51 weeks,1
2023-02,QE,Gen Surg,Admitted,0-17 weeks,177
2023-02,QE,Gen Surg,Admitted,18-51 weeks,233
2023-02,QE,Gen Surg,Admitted,52+ weeks,90
2023-02,QE,Gen Surg,NonAdmitted,0-17 weeks,1110
2023-02,QE,Gen Surg,NonAdmitted,18-51 weeks,741
2023-02,QE,Gen Surg,NonAdmitted,52+ weeks,205
2023-02,QE,Geriatric Med,NonAdmitted,0-17 weeks,1
2023-02,QE,Gynae,Admitted,0-17 weeks,173
2023-02,QE,Gynae,Admitted,18-51 weeks,239
2023-02,QE,Gynae,Admitted,52+ weeks,95
2023-02,QE,Gynae,NonAdmitted,0-17 weeks,1857
2023-02,QE,Gynae,NonAdmitted,18-51 weeks,795
2023-02,QE,Gynae,NonAdmitted,52+ weeks,125
2023-02,QE,Med Oncol,Admitted,0-17 weeks,12
2023-02,QE,Med Oncol,NonAdmitted,0-17 weeks,18
2023-02,QE,Med Oncol,NonAdmitted,18-51 weeks,3
2023-02,QE,Nephro,NonAdmitted,0-17 weeks,140
2023-02,QE,Nephro,NonAdmitted,18-51 weeks,6
2023-02,QE,Neuro,NonAdmitted,0-17 weeks,928
2023-02,QE,Neuro,NonAdmitted,18-51 weeks,594
2023-02,QE,Neuro,NonAdmitted,52+ weeks,15
2023-02,QE,Paed Cardio,NonAdmitted,0-17 weeks,18
2023-02,QE,Paed Cardio,NonAdmitted,18-51 weeks,10
2023-02,QE,Paed Clin Haem,Admitted,18-51 weeks,1
2023-02,QE,Paed Clin Haem,NonAdmitted,0-17 weeks,1
2023-02,QE,Paed Derm,NonAdmitted,0-17 weeks,177
2023-02,QE,Paed Derm,NonAdmitted,18-51 weeks,130
2023-02,QE,Paed Derm,NonAdmitted,52+ weeks,3
2023-02,QE,Paed Diab Med,NonAdmitted,0-17 weeks,5
2023-02,QE,Paed Endocrin,NonAdmitted,0-17 weeks,6
2023-02,QE,Paed Endocrin,NonAdmitted,18-51 weeks,7
2023-02,QE,Paed ENT,Admitted,0-17 weeks,16
2023-02,QE,Paed ENT,Admitted,18-51 weeks,45
2023-02,QE,Paed ENT,Admitted,52+ weeks,5
2023-02,QE,Paed ENT,NonAdmitted,0-17 weeks,813
2023-02,QE,Paed ENT,NonAdmitted,18-51 weeks,565
2023-02,QE,Paed ENT,NonAdmitted,52+ weeks,14
2023-02,QE,Paed Med Oncol,Admitted,0-17 weeks,2
2023-02,QE,Paed Med Oncol,NonAdmitted,0-17 weeks,8
2023-02,QE,Paed Rheum,NonAdmitted,0-17 weeks,1
2023-02,QE,Paed Surg,Admitted,0-17 weeks,1
2023-02,QE,Paed Surg,NonAdmitted,0-17 weeks,53
2023-02,QE,Paed Surg,NonAdmitted,18-51 weeks,38
2023-02,QE,Paed T&O,Admitted,0-17 weeks,6
2023-02,QE,Paed T&O,Admitted,18-51 weeks,1
2023-02,QE,Paed T&O,Admitted,52+ weeks,1
2023-02,QE,Paed T&O,NonAdmitted,0-17 weeks,208
2023-02,QE,Paed T&O,NonAdmitted,18-51 weeks,52
2023-02,QE,Paed T&O,NonAdmitted,52+ weeks,27
2023-02,QE,Paediatrics,Admitted,0-17 weeks,11
2023-02,QE,Paediatrics,Admitted,18-51 weeks,2
2023-02,QE,Paediatrics,NonAdmitted,0-17 weeks,824
2023-02,QE,Paediatrics,NonAdmitted,18-51 weeks,200
2023-02,QE,Pain Manage,Admitted,0-17 weeks,44
2023-02,QE,Pain Manage,Admitted,18-51 weeks,65
2023-02,QE,Pain Manage,Admitted,52+ weeks,7
2023-02,QE,Pain Manage,NonAdmitted,0-17 weeks,438
2023-02,QE,Pain Manage,NonAdmitted,18-51 weeks,149
2023-02,QE,Pain Manage,NonAdmitted,52+ weeks,6
2023-02,QE,Plastics,Admitted,0-17 weeks,5
2023-02,QE,Plastics,Admitted,18-51 weeks,4
2023-02,QE,Plastics,NonAdmitted,0-17 weeks,10
2023-02,QE,Plastics,NonAdmitted,18-51 weeks,2
2023-02,QE,Resp Med,Admitted,0-17 weeks,59
2023-02,QE,Resp Med,Admitted,18-51 weeks,42
2023-02,QE,Resp Med,Admitted,52+ weeks,2
2023-02,QE,Resp Med,NonAdmitted,0-17 weeks,920
2023-02,QE,Resp Med,NonAdmitted,18-51 weeks,284
2023-02,QE,Rheum,Admitted,0-17 weeks,7
2023-02,QE,Rheum,Admitted,18-51 weeks,3
2023-02,QE,Rheum,NonAdmitted,0-17 weeks,400
2023-02,QE,Rheum,NonAdmitted,18-51 weeks,124
2023-02,QE,Rheum,NonAdmitted,52+ weeks,2
2023-02,QE,T&O,Admitted,0-17 weeks,232
2023-02,QE,T&O,Admitted,18-51 weeks,313
2023-02,QE,T&O,Admitted,52+ weeks,28
2023-02,QE,T&O,NonAdmitted,0-17 weeks,1129
2023-02,QE,T&O,NonAdmitted,18-51 weeks,454
2023-02,QE,T&O,NonAdmitted,52+ weeks,77
2023-02,QE,Upper Gast Surg,NonAdmitted,0-17 weeks,73
2023-02,QE,Upper Gast Surg,NonAdmitted,18-51 weeks,18
2023-02,QE,Upper Gast Surg,NonAdmitted,52+ weeks,8
2023-02,QE,Urology,Admitted,0-17 weeks,88
2023-02,QE,Urology,Admitted,18-51 weeks,117
2023-02,QE,Urology,Admitted,52+ weeks,17
2023-02,QE,Urology,NonAdmitted,0-17 weeks,1068
2023-02,QE,Urology,NonAdmitted,18-51 weeks,422
2023-02,QE,Urology,NonAdmitted,52+ weeks,4
2023-02,QE,Vasc Surg,Admitted,18-51 weeks,1
2023-02,QE,Vasc Surg,Admitted,52+ weeks,3
2023-02,QE,Vasc Surg,NonAdmitted,0-17 weeks,94
2023-02,QE,Vasc Surg,NonAdmitted,18-51 weeks,78
2023-02,QE,Vasc Surg,NonAdmitted,52+ weeks,31
2023-03,LH,A&E,NonAdmitted,0-17 weeks,7
2023-03,LH,A&E,NonAdmitted,18-51 weeks,8
2023-03,LH,Audiology,NonAdmitted,0-17 weeks,91
2023-03,LH,Audiology,NonAdmitted,18-51 weeks,45
2023-03,LH,Audiology,NonAdmitted,52+ weeks,14
2023-03,LH,Cardio,Admitted,0-17 weeks,2
2023-03,LH,Cardio,Admitted,18-51 weeks,3
2023-03,LH,Cardio,NonAdmitted,0-17 weeks,833
2023-03,LH,Cardio,NonAdmitted,18-51 weeks,1084
2023-03,LH,Cardio,NonAdmitted,52+ weeks,269
2023-03,LH,Clin Haem,Admitted,0-17 weeks,7
2023-03,LH,Clin Haem,Admitted,18-51 weeks,1
2023-03,LH,Clin Haem,NonAdmitted,0-17 weeks,339
2023-03,LH,Clin Haem,NonAdmitted,18-51 weeks,50
2023-03,LH,Clin Haem,NonAdmitted,52+ weeks,4
2023-03,LH,Colorect Surg,Admitted,0-17 weeks,38
2023-03,LH,Colorect Surg,Admitted,18-51 weeks,7
2023-03,LH,Colorect Surg,Admitted,52+ weeks,2
2023-03,LH,Colorect Surg,NonAdmitted,0-17 weeks,281
2023-03,LH,Colorect Surg,NonAdmitted,18-51 weeks,56
2023-03,LH,Colorect Surg,NonAdmitted,52+ weeks,10
2023-03,LH,Derm,Admitted,0-17 weeks,116
2023-03,LH,Derm,Admitted,18-51 weeks,14
2023-03,LH,Derm,Admitted,52+ weeks,2
2023-03,LH,Derm,NonAdmitted,0-17 weeks,994
2023-03,LH,Derm,NonAdmitted,18-51 weeks,430
2023-03,LH,Derm,NonAdmitted,52+ weeks,42
2023-03,LH,Diabetic,NonAdmitted,0-17 weeks,118
2023-03,LH,Diabetic,NonAdmitted,18-51 weeks,7
2023-03,LH,Endocrin,NonAdmitted,0-17 weeks,223
2023-03,LH,Endocrin,NonAdmitted,18-51 weeks,11
2023-03,LH,ENT,Admitted,0-17 weeks,305
2023-03,LH,ENT,Admitted,18-51 weeks,571
2023-03,LH,ENT,Admitted,52+ weeks,317
2023-03,LH,ENT,NonAdmitted,0-17 weeks,2536
2023-03,LH,ENT,NonAdmitted,18-51 weeks,2849
2023-03,LH,ENT,NonAdmitted,52+ weeks,375
2023-03,LH,Gastro,Admitted,0-17 weeks,99
2023-03,LH,Gastro,Admitted,18-51 weeks,15
2023-03,LH,Gastro,Admitted,52+ weeks,5
2023-03,LH,Gastro,NonAdmitted,0-17 weeks,1097
2023-03,LH,Gastro,NonAdmitted,18-51 weeks,998
2023-03,LH,Gastro,NonAdmitted,52+ weeks,175
2023-03,LH,Gen Med,Admitted,0-17 weeks,2
2023-03,LH,Gen Med,NonAdmitted,0-17 weeks,177
2023-03,LH,Gen Med,NonAdmitted,18-51 weeks,333
2023-03,LH,Gen Med,NonAdmitted,52+ weeks,50
2023-03,LH,Gen Surg,Admitted,0-17 weeks,154
2023-03,LH,Gen Surg,Admitted,18-51 weeks,322
2023-03,LH,Gen Surg,Admitted,52+ weeks,104
2023-03,LH,Gen Surg,NonAdmitted,0-17 weeks,1623
2023-03,LH,Gen Surg,NonAdmitted,18-51 weeks,994
2023-03,LH,Gen Surg,NonAdmitted,52+ weeks,156
2023-03,LH,Geriatric Med,NonAdmitted,0-17 weeks,190
2023-03,LH,Gynae,Admitted,0-17 weeks,136
2023-03,LH,Gynae,Admitted,18-51 weeks,184
2023-03,LH,Gynae,Admitted,52+ weeks,93
2023-03,LH,Gynae,NonAdmitted,0-17 weeks,2256
2023-03,LH,Gynae,NonAdmitted,18-51 weeks,646
2023-03,LH,Gynae,NonAdmitted,52+ weeks,29
2023-03,LH,Med Oncol,Admitted,0-17 weeks,28
2023-03,LH,Med Oncol,Admitted,18-51 weeks,1
2023-03,LH,Med Oncol,NonAdmitted,0-17 weeks,184
2023-03,LH,Med Oncol,NonAdmitted,18-51 weeks,12
2023-03,LH,Nephro,NonAdmitted,0-17 weeks,116
2023-03,LH,Nephro,NonAdmitted,18-51 weeks,13
2023-03,LH,Neuro,NonAdmitted,0-17 weeks,830
2023-03,LH,Neuro,NonAdmitted,18-51 weeks,973
2023-03,LH,Neuro,NonAdmitted,52+ weeks,184
2023-03,LH,Paed Cardio,NonAdmitted,0-17 weeks,86
2023-03,LH,Paed Cardio,NonAdmitted,18-51 weeks,22
2023-03,LH,Paed Cardio,NonAdmitted,52+ weeks,2
2023-03,LH,Paed Clin Haem,NonAdmitted,0-17 weeks,4
2023-03,LH,Paed Clin Haem,NonAdmitted,18-51 weeks,1
2023-03,LH,Paed Derm,Admitted,0-17 weeks,1
2023-03,LH,Paed Derm,Admitted,18-51 weeks,2
2023-03,LH,Paed Derm,NonAdmitted,0-17 weeks,119
2023-03,LH,Paed Derm,NonAdmitted,18-51 weeks,8
2023-03,LH,Paed Derm,NonAdmitted,52+ weeks,1
2023-03,LH,Paed Diab Med,NonAdmitted,0-17 weeks,1
2023-03,LH,Paed Endocrin,NonAdmitted,0-17 weeks,14
2023-03,LH,Paed ENT,Admitted,0-17 weeks,148
2023-03,LH,Paed ENT,Admitted,18-51 weeks,309
2023-03,LH,Paed ENT,Admitted,52+ weeks,77
2023-03,LH,Paed ENT,NonAdmitted,0-17 weeks,434
2023-03,LH,Paed ENT,NonAdmitted,18-51 weeks,469
2023-03,LH,Paed ENT,NonAdmitted,52+ weeks,47
2023-03,LH,Paed Gastro,NonAdmitted,0-17 weeks,32
2023-03,LH,Paed Gastro,NonAdmitted,18-51 weeks,4
2023-03,LH,Paed Ophthal,NonAdmitted,0-17 weeks,487
2023-03,LH,Paed Ophthal,NonAdmitted,18-51 weeks,132
2023-03,LH,Paed Ophthal,NonAdmitted,52+ weeks,1
2023-03,LH,Paed Rheum,NonAdmitted,0-17 weeks,57
2023-03,LH,Paed Rheum,NonAdmitted,18-51 weeks,7
2023-03,LH,Paed Rheum,NonAdmitted,52+ weeks,1
2023-03,LH,Paed Surg,Admitted,0-17 weeks,81
2023-03,LH,Paed Surg,Admitted,18-51 weeks,36
2023-03,LH,Paed Surg,NonAdmitted,0-17 weeks,167
2023-03,LH,Paed Surg,NonAdmitted,18-51 weeks,22
2023-03,LH,Paed Surg,NonAdmitted,52+ weeks,1
2023-03,LH,Paed T&O,Admitted,0-17 weeks,2
2023-03,LH,Paed T&O,Admitted,18-51 weeks,5
2023-03,LH,Paed T&O,Admitted,52+ weeks,1
2023-03,LH,Paed T&O,NonAdmitted,0-17 weeks,1
2023-03,LH,Paed T&O,NonAdmitted,18-51 weeks,5
2023-03,LH,Paed T&O,NonAdmitted,52+ weeks,1
2023-03,LH,Paediatrics,NonAdmitted,0-17 weeks,645
2023-03,LH,Paediatrics,NonAdmitted,18-51 weeks,214
2023-03,LH,Paediatrics,NonAdmitted,52+ weeks,13
2023-03,LH,Pain Manage,Admitted,0-17 weeks,33
2023-03,LH,Pain Manage,Admitted,18-51 weeks,40
2023-03,LH,Pain Manage,Admitted,52+ weeks,5
2023-03,LH,Pain Manage,NonAdmitted,0-17 weeks,355
2023-03,LH,Pain Manage,NonAdmitted,18-51 weeks,372
2023-03,LH,Pain Manage,NonAdmitted,52+ weeks,46
2023-03,LH,Resp Med,Admitted,0-17 weeks,2
2023-03,LH,Resp Med,NonAdmitted,0-17 weeks,404
2023-03,LH,Resp Med,NonAdmitted,18-51 weeks,25
2023-03,LH,Rheum,NonAdmitted,0-17 weeks,415
2023-03,LH,Rheum,NonAdmitted,18-51 weeks,31
2023-03,LH,T&O,Admitted,0-17 weeks,351
2023-03,LH,T&O,Admitted,18-51 weeks,758
2023-03,LH,T&O,Admitted,52+ weeks,208
2023-03,LH,T&O,NonAdmitted,0-17 weeks,1492
2023-03,LH,T&O,NonAdmitted,18-51 weeks,924
2023-03,LH,T&O,NonAdmitted,52+ weeks,118
2023-03,LH,Upper Gast Surg,Admitted,0-17 weeks,15
2023-03,LH,Upper Gast Surg,Admitted,18-51 weeks,2
2023-03,LH,Upper Gast Surg,NonAdmitted,0-17 weeks,214
2023-03,LH,Upper Gast Surg,NonAdmitted,18-51 weeks,123
2023-03,LH,Upper Gast Surg,NonAdmitted,52+ weeks,15
2023-03,LH,Urology,Admitted,0-17 weeks,72
2023-03,LH,Urology,Admitted,18-51 weeks,58
2023-03,LH,Urology,Admitted,52+ weeks,4
2023-03,LH,Urology,NonAdmitted,0-17 weeks,20
2023-03,LH,Urology,NonAdmitted,18-51 weeks,15
2023-03,LH,Urology,NonAdmitted,52+ weeks,2
2023-03,LH,Vasc Surg,Admitted,0-17 weeks,20
2023-03,LH,Vasc Surg,Admitted,18-51 weeks,42
2023-03,LH,Vasc Surg,Admitted,52+ weeks,92
2023-03,LH,Vasc Surg,NonAdmitted,0-17 weeks,401
2023-03,LH,Vasc Surg,NonAdmitted,18-51 weeks,610
2023-03,LH,Vasc Surg,NonAdmitted,52+ weeks,201
2023-03,LHC,Community Paeds,NonAdmitted,0-17 weeks,105
2023-03,QE,Audiology,NonAdmitted,0-17 weeks,36
2023-03,QE,Audiology,NonAdmitted,18-51 weeks,9
2023-03,QE,Audiology,NonAdmitted,52+ weeks,1
2023-03,QE,Cardio,Admitted,0-17 weeks,37
2023-03,QE,Cardio,Admitted,18-51 weeks,11
2023-03,QE,Cardio,Admitted,52+ weeks,1
2023-03,QE,Cardio,NonAdmitted,0-17 weeks,1022
2023-03,QE,Cardio,NonAdmitted,18-51 weeks,607
2023-03,QE,Cardio,NonAdmitted,52+ weeks,25
2023-03,QE,Clin Haem,Admitted,0-17 weeks,6
2023-03,QE,Clin Haem,Admitted,18-51 weeks,2
2023-03,QE,Clin Haem,NonAdmitted,0-17 weeks,194
2023-03,QE,Clin Haem,NonAdmitted,18-51 weeks,99
2023-03,QE,Clin Haem,NonAdmitted,52+ weeks,4
2023-03,QE,Colorect Surg,Admitted,0-17 weeks,173
2023-03,QE,Colorect Surg,Admitted,18-51 weeks,74
2023-03,QE,Colorect Surg,Admitted,52+ weeks,33
2023-03,QE,Colorect Surg,NonAdmitted,0-17 weeks,750
2023-03,QE,Colorect Surg,NonAdmitted,18-51 weeks,567
2023-03,QE,Colorect Surg,NonAdmitted,52+ weeks,216
2023-03,QE,Derm,NonAdmitted,0-17 weeks,1459
2023-03,QE,Derm,NonAdmitted,18-51 weeks,639
2023-03,QE,Derm,NonAdmitted,52+ weeks,3
2023-03,QE,Diabetic,NonAdmitted,0-17 weeks,56
2023-03,QE,Diabetic,NonAdmitted,18-51 weeks,4
2023-03,QE,Endocrin,Admitted,0-17 weeks,1
2023-03,QE,Endocrin,NonAdmitted,0-17 weeks,278
2023-03,QE,Endocrin,NonAdmitted,18-51 weeks,38
2023-03,QE,ENT,Admitted,0-17 weeks,25
2023-03,QE,ENT,Admitted,18-51 weeks,21
2023-03,QE,ENT,Admitted,52+ weeks,1
2023-03,QE,ENT,NonAdmitted,0-17 weeks,1337
2023-03,QE,ENT,NonAdmitted,18-51 weeks,1203
2023-03,QE,ENT,NonAdmitted,52+ weeks,39
2023-03,QE,Gastro,Admitted,0-17 weeks,95
2023-03,QE,Gastro,Admitted,18-51 weeks,33
2023-03,QE,Gastro,Admitted,52+ weeks,4
2023-03,QE,Gastro,NonAdmitted,0-17 weeks,1480
2023-03,QE,Gastro,NonAdmitted,18-51 weeks,773
2023-03,QE,Gastro,NonAdmitted,52+ weeks,56
2023-03,QE,Gen Med,NonAdmitted,0-17 weeks,225
2023-03,QE,Gen Med,NonAdmitted,18-51 weeks,11
2023-03,QE,Gen Surg,Admitted,0-17 weeks,163
2023-03,QE,Gen Surg,Admitted,18-51 weeks,253
2023-03,QE,Gen Surg,Admitted,52+ weeks,70
2023-03,QE,Gen Surg,NonAdmitted,0-17 weeks,1223
2023-03,QE,Gen Surg,NonAdmitted,18-51 weeks,802
2023-03,QE,Gen Surg,NonAdmitted,52+ weeks,220
2023-03,QE,Geriatric Med,NonAdmitted,0-17 weeks,3
2023-03,QE,Gynae,Admitted,0-17 weeks,179
2023-03,QE,Gynae,Admitted,18-51 weeks,242
2023-03,QE,Gynae,Admitted,52+ weeks,96
2023-03,QE,Gynae,NonAdmitted,0-17 weeks,1979
2023-03,QE,Gynae,NonAdmitted,18-51 weeks,907
2023-03,QE,Gynae,NonAdmitted,52+ weeks,128
2023-03,QE,Med Oncol,Admitted,0-17 weeks,9
2023-03,QE,Med Oncol,NonAdmitted,0-17 weeks,22
2023-03,QE,Med Oncol,NonAdmitted,18-51 weeks,3
2023-03,QE,Nephro,NonAdmitted,0-17 weeks,146
2023-03,QE,Nephro,NonAdmitted,18-51 weeks,13
2023-03,QE,Neuro,NonAdmitted,0-17 weeks,910
2023-03,QE,Neuro,NonAdmitted,18-51 weeks,680
2023-03,QE,Neuro,NonAdmitted,52+ weeks,25
2023-03,QE,Paed Cardio,NonAdmitted,0-17 weeks,17
2023-03,QE,Paed Cardio,NonAdmitted,18-51 weeks,11
2023-03,QE,Paed Clin Haem,NonAdmitted,0-17 weeks,3
2023-03,QE,Paed Derm,NonAdmitted,0-17 weeks,195
2023-03,QE,Paed Derm,NonAdmitted,18-51 weeks,142
2023-03,QE,Paed Derm,NonAdmitted,52+ weeks,3
2023-03,QE,Paed Diab Med,NonAdmitted,0-17 weeks,7
2023-03,QE,Paed Diab Med,NonAdmitted,18-51 weeks,2
2023-03,QE,Paed Endocrin,NonAdmitted,0-17 weeks,3
2023-03,QE,Paed Endocrin,NonAdmitted,18-51 weeks,5
2023-03,QE,Paed ENT,Admitted,0-17 weeks,17
2023-03,QE,Paed ENT,Admitted,18-51 weeks,43
2023-03,QE,Paed ENT,Admitted,52+ weeks,9
2023-03,QE,Paed ENT,NonAdmitted,0-17 weeks,859
2023-03,QE,Paed ENT,NonAdmitted,18-51 weeks,480
2023-03,QE,Paed ENT,NonAdmitted,52+ weeks,8
2023-03,QE,Paed Med Oncol,Admitted,0-17 weeks,1
2023-03,QE,Paed Med Oncol,NonAdmitted,0-17 weeks,15
2023-03,QE,Paed Rheum,NonAdmitted,0-17 weeks,1
2023-03,QE,Paed Surg,Admitted,0-17 weeks,1
2023-03,QE,Paed Surg,Admitted,18-51 weeks,1
2023-03,QE,Paed Surg,NonAdmitted,0-17 weeks,42
2023-03,QE,Paed Surg,NonAdmitted,18-51 weeks,38
2023-03,QE,Paed T&O,Admitted,0-17 weeks,6
2023-03,QE,Paed T&O,Admitted,18-51 weeks,4
2023-03,QE,Paed T&O,Admitted,52+ weeks,1
2023-03,QE,Paed T&O,NonAdmitted,0-17 weeks,225
2023-03,QE,Paed T&O,NonAdmitted,18-51 weeks,94
2023-03,QE,Paed T&O,NonAdmitted,52+ weeks,25
2023-03,QE,Paediatrics,Admitted,0-17 weeks,10
2023-03,QE,Paediatrics,Admitted,18-51 weeks,1
2023-03,QE,Paediatrics,NonAdmitted,0-17 weeks,836
2023-03,QE,Paediatrics,NonAdmitted,18-51 weeks,208
2023-03,QE,Paediatrics,NonAdmitted,52+ weeks,1
2023-03,QE,Pain Manage,Admitted,0-17 weeks,30
2023-03,QE,Pain Manage,Admitted,18-51 weeks,57
2023-03,QE,Pain Manage,Admitted,52+ weeks,5
2023-03,QE,Pain Manage,NonAdmitted,0-17 weeks,466
2023-03,QE,Pain Manage,NonAdmitted,18-51 weeks,197
2023-03,QE,Pain Manage,NonAdmitted,52+ weeks,9
2023-03,QE,Plastics,Admitted,0-17 weeks,5
2023-03,QE,Plastics,Admitted,18-51 weeks,1
2023-03,QE,Plastics,NonAdmitted,0-17 weeks,13
2023-03,QE,Plastics,NonAdmitted,18-51 weeks,5
2023-03,QE,Resp Med,Admitted,0-17 weeks,76
2023-03,QE,Resp Med,Admitted,18-51 weeks,47
2023-03,QE,Resp Med,Admitted,52+ weeks,3
2023-03,QE,Resp Med,NonAdmitted,0-17 weeks,1027
2023-03,QE,Resp Med,NonAdmitted,18-51 weeks,310
2023-03,QE,Resp Med,NonAdmitted,52+ weeks,2
2023-03,QE,Rheum,Admitted,0-17 weeks,1
2023-03,QE,Rheum,NonAdmitted,0-17 weeks,395
2023-03,QE,Rheum,NonAdmitted,18-51 weeks,124
2023-03,QE,Rheum,NonAdmitted,52+ weeks,3
2023-03,QE,T&O,Admitted,0-17 weeks,226
2023-03,QE,T&O,Admitted,18-51 weeks,335
2023-03,QE,T&O,Admitted,52+ weeks,35
2023-03,QE,T&O,NonAdmitted,0-17 weeks,1169
2023-03,QE,T&O,NonAdmitted,18-51 weeks,463
2023-03,QE,T&O,NonAdmitted,52+ weeks,78
2023-03,QE,Upper Gast Surg,NonAdmitted,0-17 weeks,91
2023-03,QE,Upper Gast Surg,NonAdmitted,18-51 weeks,22
2023-03,QE,Upper Gast Surg,NonAdmitted,52+ weeks,6
2023-03,QE,Urology,Admitted,0-17 weeks,79
2023-03,QE,Urology,Admitted,18-51 weeks,119
2023-03,QE,Urology,Admitted,52+ weeks,26
2023-03,QE,Urology,NonAdmitted,0-17 weeks,1101
2023-03,QE,Urology,NonAdmitted,18-51 weeks,519
2023-03,QE,Urology,NonAdmitted,52+ weeks,7
2023-03,QE,Vasc Surg,Admitted,52+ weeks,3
2023-03,QE,Vasc Surg,NonAdmitted,0-17 weeks,97
2023-03,QE,Vasc Surg,NonAdmitted,18-51 weeks,84
2023-03,QE,Vasc Surg,NonAdmitted,52+ weeks,32
2023-04,LH,A&E,NonAdmitted,0-17 weeks,3
2023-04,LH,A&E,NonAdmitted,18-51 weeks,8
2023-04,LH,Audiology,NonAdmitted,0-17 weeks,93
2023-04,LH,Audiology,NonAdmitted,18-51 weeks,50
2023-04,LH,Audiology,NonAdmitted,52+ weeks,16
2023-04,LH,Cardio,Admitted,0-17 weeks,1
2023-04,LH,Cardio,NonAdmitted,0-17 weeks,795
2023-04,LH,Cardio,NonAdmitted,18-51 weeks,829
2023-04,LH,Cardio,NonAdmitted,52+ weeks,245
2023-04,LH,Clin Haem,Admitted,0-17 weeks,11
2023-04,LH,Clin Haem,Admitted,18-51 weeks,1
2023-04,LH,Clin Haem,NonAdmitted,0-17 weeks,303
2023-04,LH,Clin Haem,NonAdmitted,18-51 weeks,58
2023-04,LH,Clin Haem,NonAdmitted,52+ weeks,5
2023-04,LH,Colorect Surg,Admitted,0-17 weeks,24
2023-04,LH,Colorect Surg,Admitted,18-51 weeks,6
2023-04,LH,Colorect Surg,Admitted,52+ weeks,4
2023-04,LH,Colorect Surg,NonAdmitted,0-17 weeks,261
2023-04,LH,Colorect Surg,NonAdmitted,18-51 weeks,47
2023-04,LH,Colorect Surg,NonAdmitted,52+ weeks,9
2023-04,LH,Derm,Admitted,0-17 weeks,106
2023-04,LH,Derm,Admitted,18-51 weeks,14
2023-04,LH,Derm,Admitted,52+ weeks,4
2023-04,LH,Derm,NonAdmitted,0-17 weeks,873
2023-04,LH,Derm,NonAdmitted,18-51 weeks,403
2023-04,LH,Derm,NonAdmitted,52+ weeks,68
2023-04,LH,Diabetic,NonAdmitted,0-17 weeks,126
2023-04,LH,Diabetic,NonAdmitted,18-51 weeks,5
2023-04,LH,Endocrin,NonAdmitted,0-17 weeks,211
2023-04,LH,Endocrin,NonAdmitted,18-51 weeks,15
2023-04,LH,ENT,Admitted,0-17 weeks,310
2023-04,LH,ENT,Admitted,18-51 weeks,583
2023-04,LH,ENT,Admitted,52+ weeks,312
2023-04,LH,ENT,NonAdmitted,0-17 weeks,2986
2023-04,LH,ENT,NonAdmitted,18-51 weeks,2934
2023-04,LH,ENT,NonAdmitted,52+ weeks,376
2023-04,LH,Gastro,Admitted,0-17 weeks,151
2023-04,LH,Gastro,Admitted,18-51 weeks,19
2023-04,LH,Gastro,Admitted,52+ weeks,5
2023-04,LH,Gastro,NonAdmitted,0-17 weeks,1016
2023-04,LH,Gastro,NonAdmitted,18-51 weeks,974
2023-04,LH,Gastro,NonAdmitted,52+ weeks,204
2023-04,LH,Gen Med,Admitted,0-17 weeks,2
2023-04,LH,Gen Med,NonAdmitted,0-17 weeks,136
2023-04,LH,Gen Med,NonAdmitted,18-51 weeks,327
2023-04,LH,Gen Med,NonAdmitted,52+ weeks,78
2023-04,LH,Gen Surg,Admitted,0-17 weeks,159
2023-04,LH,Gen Surg,Admitted,18-51 weeks,336
2023-04,LH,Gen Surg,Admitted,52+ weeks,113
2023-04,LH,Gen Surg,NonAdmitted,0-17 weeks,1399
2023-04,LH,Gen Surg,NonAdmitted,18-51 weeks,1017
2023-04,LH,Gen Surg,NonAdmitted,52+ weeks,155
2023-04,LH,Geriatric Med,NonAdmitted,0-17 weeks,188
2023-04,LH,Gynae,Admitted,0-17 weeks,139
2023-04,LH,Gynae,Admitted,18-51 weeks,191
2023-04,LH,Gynae,Admitted,52+ weeks,82
2023-04,LH,Gynae,NonAdmitted,0-17 weeks,2333
2023-04,LH,Gynae,NonAdmitted,18-51 weeks,604
2023-04,LH,Gynae,NonAdmitted,52+ weeks,35
2023-04,LH,Med Oncol,Admitted,0-17 weeks,25
2023-04,LH,Med Oncol,Admitted,18-51 weeks,1
2023-04,LH,Med Oncol,NonAdmitted,0-17 weeks,255
2023-04,LH,Med Oncol,NonAdmitted,18-51 weeks,13
2023-04,LH,Nephro,NonAdmitted,0-17 weeks,122
